,area,location,point,lat,long,z
272,"EDSA Guadalupe SB, Philippines","Tan Hock Bldg. Edsa, Cor P.Burgos, St, Makati, Kalakhang Maynila, Philippines","(14.5652663, 121.0453941, 0.0)",14.5652663,121.0453941,0.0
273,"EDSA Magallanes F/O NB, Philippines","EDSA, corner Magallanes Avenue, Pasay City, 1300 Metro Manila, Philippines","(14.5389703, 121.0136577, 0.0)",14.5389703,121.0136577,0.0
274,"NIA Rd. NPO, Philippines","San Miguel, Iloilo, Philippines","(10.779201, 122.452594, 0.0)",10.779201,122.452594,0.0
276,"C5 Libis SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
277,"Ortigas Robison EB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910506, 121.0598379, 0.0)",14.5910506,121.0598379,0.0
279,"EDSA New York SB, Philippines",,,,,
280,"Commonwealth FCM EB, Philippines",,,,,
281," C5 Katipunan CP. Garcia NB, Philippines","Katipunan Ave & C.P. Garcia Ave, Diliman, Quezon City, 1800 Metro Manila, Philippines","(14.6482894, 121.0743128, 0.0)",14.6482894,121.0743128,0.0
282,"C5 Greenmeadows SB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
284,"EDSA Ayala Intersection SB, Philippines","Ayala, Station Dr, Makati, Metro Manila, Philippines","(14.5491906, 121.0279696, 0.0)",14.5491906,121.0279696,0.0
285,"C5 Ateneo Katipunan Gate 1 NB, Philippines","Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines","(14.6398614, 121.0784939, 0.0)",14.6398614,121.0784939,0.0
287,"EDSA before Santolan F/O NB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
292,"C5 Greenmeadows NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
293,"C5 Greenmeadows NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
294,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
295,"C5 Ortigas U Turn Slot, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
296,"EDSA Reliance NB, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
301,"EDSA - Cubao NB underpass, Philippines","Gateway Tower, Cubao, Quezon City, 0810 Metro Manila, Philippines","(14.620756, 121.0529557, 0.0)",14.620756,121.0529557,0.0
304,"Ortigas corner Lanuza EB, Philippines","Corner Asian Development Bank Ave, Ortigas Ave, Ortigas Center, Quezon City, 1100 Metro Manila, Philippines","(14.5906766, 121.0609033, 0.0)",14.5906766,121.0609033,0.0
307,"C5 Bagong Ilog SB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
308,"EDSA Guadalupe MRT NB, Philippines","Guadalupe, ext.cembo Guadalupe 1212, Guijo, Makati, Metro Manila, Philippines","(14.5667504, 121.0454767, 0.0)",14.5667504,121.0454767,0.0
311,"C5 Katipunan Berkeley SB, Philippines","J Escaler, Quezon City, 1800 Metro Manila, Philippines","(14.6446188, 121.0740867, 0.0)",14.6446188,121.0740867,0.0
312,"11th Jamboree Timog Ave. EB, Philippines","Timog Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6348409, 121.0353466, 0.0)",14.6348409,121.0353466,0.0
313,"C5 Katipunan Mirriam SB, Philippines","C-5 & Katipunan Ave, Project 4, Quezon City, 1800 Metro Manila, Philippines","(14.61797, 121.0715627, 0.0)",14.61797,121.0715627,0.0
316,"20th Ave. B. Serrano SB, Philippines","20th Ave, Quezon City, Metro Manila, Philippines","(14.6201891, 121.0634193, 0.0)",14.6201891,121.0634193,0.0
318,"EDSA Buendia SB, Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
319,"EDSA Magallanes Loading bay NB, Philippines","EDSA, corner Magallanes Avenue, Pasay City, 1300 Metro Manila, Philippines","(14.5389703, 121.0136577, 0.0)",14.5389703,121.0136577,0.0
325,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
326,"EDSA Central NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
327,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
329,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
330,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
331,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
332,"B. Serrano EDSA EB, Philippines","438 EDSA, cor B. Serrano Footbridge, St, Caloocan, 1400 Kalakhang Maynila, Philippines","(14.6569779, 120.9885844, 0.0)",14.6569779,120.9885844,0.0
333,"EDSA Magallanes F/O NB, Philippines","EDSA, corner Magallanes Avenue, Pasay City, 1300 Metro Manila, Philippines","(14.5389703, 121.0136577, 0.0)",14.5389703,121.0136577,0.0
334,"EDSA Aurora svc. rd. NB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
340,"EDSA Apo St. SB, Philippines","8001-A. North, Epifanio de los Santos Ave, Project 7, Quezon City, 1105 Metro Manila, Philippines","(14.657141, 121.020709, 0.0)",14.657141,121.020709,0.0
343,"Ayala EB, Philippines",,,,,
345,"EDSA Monte svc. rd. NB, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
347,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
351,"Araneta Caliraya NB, Philippines","Caliraya Resort Club Inc., Brgy. Lewin, Lumban, Laguna, Philippines","(14.2964062, 121.4964872, 0.0)",14.2964062,121.4964872,0.0
352,"EDSA Boni SB, Philippines","Edsa corner, Boni Ave, Mandaluyong City, Mandaluyong, 1550 Metro Manila, Philippines","(14.5724682, 121.0470239, 0.0)",14.5724682,121.0470239,0.0
356,"EDSA P. Tuazon, Philippines","Cubao, Quezon City, Metro Manila, Philippines","(14.6175838, 121.0521578, 0.0)",14.6175838,121.0521578,0.0
357,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
359,"C5 Eastwood SB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
361,"Commonwealth Winston WB, Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
362,"EDSA NRRS NB, Philippines","North Avenue corner EDSA SM City North EDSA Complex, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6559825, 121.0331482, 0.0)",14.6559825,121.0331482,0.0
363,"Ortigas C5 EB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
364,"EDSA Ayala tunnel NB, Philippines","Edsa-Ayala, Makati, Metro Manila, Philippines","(14.549372, 121.029081, 0.0)",14.549372,121.029081,0.0
366,"EDSA  Connecticut NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
367,"EDSA Megamall Loading Bay NB, Philippines",,,,,
368,"North Ave. Mindanao WB, Philippines","167 Cabaguio Ave, Agdao, Davao City, 8000 Davao del Sur, Philippines","(7.094158699999999, 125.6212431, 0.0)",7.094158699999999,125.6212431,0.0
369,"EDSA Shaw Intersection NB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
370,"C5 Padre Pio Libis NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
371,"EDSA P. Tuazon Tunnel SB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
375,"EDSA Santolan F/O SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
377,"España Blumentritt WB, Philippines","España Blvd, Sampaloc, Manila, 1008 Metro Manila, Philippines","(14.6157267, 120.9991186, 0.0)",14.6157267,120.9991186,0.0
378,"Marcos Highway Town and Country WB, Philippines",,,,,
380,"EDSA Guadalupe bridge SB, Philippines","Epifanio de los Santos Ave, Metro Manila, Philippines","(14.5766435, 121.0501616, 0.0)",14.5766435,121.0501616,0.0
381,"EDSA Annapolis SB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
382,"C5 Ortigas F/O SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
383,"EDSA Kamuning SB, Philippines","GMA Kamuning Station, 32 Samar Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6352168, 121.0433426, 0.0)",14.6352168,121.0433426,0.0
384,"C5 Eastwood SB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
387,"EDSA Santolan NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
388,"EDSA Pasay Road before Intersection NB, Philippines","Taft Ave, Pasay, 1300 Metro Manila, Philippines","(14.5385754, 121.0006372, 0.0)",14.5385754,121.0006372,0.0
389,"EDSA Main Ave. NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
390,"EDSA Kamias NB, Philippines","#3 Corner Edsa Barangay Pinyahan, Diliman, Quezon City, Metro Manila, Philippines","(14.6311048, 121.0461712, 0.0)",14.6311048,121.0461712,0.0
391,"EDSA Magallanes F/O NB, Philippines","EDSA, corner Magallanes Avenue, Pasay City, 1300 Metro Manila, Philippines","(14.5389703, 121.0136577, 0.0)",14.5389703,121.0136577,0.0
392,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
393,"EDSA Shaw Central Service Road NB, Philippines","EDSA corner Shaw Boulevard, Mandaluyong City Mandaluyong City Metro Manila, Mandaluyong, Metro Manila, Philippines","(14.5796746, 121.0532372, 0.0)",14.5796746,121.0532372,0.0
394,"EDSA Ayala svc. rd., Philippines","Ayala Center, Makati, 1226 Metro Manila, Philippines","(14.5512398, 121.0253682, 0.0)",14.5512398,121.0253682,0.0
396,"EDSA Guadalupe NB, Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
397,"EDSA  Guadalupe  NB, Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
398,"Andrew Circulo Del Mundo WB, Philippines","Circulo del Mundo, Pasay, Metro Manila, Philippines","(14.5243272, 121.0116399, 0.0)",14.5243272,121.0116399,0.0
401,"Roxas Blvd. MIA road NB, Philippines","Vicente Sotto St, Pasay, Metro Manila, Philippines","(14.5544983, 120.9830333, 0.0)",14.5544983,120.9830333,0.0
404,"C5 Julia Vargas NB, Philippines","C-5 & Doña Julia Vargas Ave, Pasig, Metro Manila, Philippines","(14.5827086, 121.0769766, 0.0)",14.5827086,121.0769766,0.0
405,"España Vicente Cruz EB, Philippines","870 Vicente Cruz St, Sampaloc, Manila, 1008 Metro Manila, Philippines","(14.6114965, 120.9954986, 0.0)",14.6114965,120.9954986,0.0
412,"Ortigas Avenue Greenhill WB, Philippines","Ortigas Ave, San Juan, 1502 Metro Manila, Philippines","(14.6013926, 121.0491142, 0.0)",14.6013926,121.0491142,0.0
413,"Ortigas Avenue Greenhills WB, Philippines","Ortigas Ave, San Juan, 1502 Metro Manila, Philippines","(14.6013926, 121.0491142, 0.0)",14.6013926,121.0491142,0.0
414,"Villamor Sales EB, Philippines","Mata street, Barangay 183, Villamor, Pasay City, Andrews Ave, Pasay, 1309 Kalakhang Maynila, Philippines","(14.5251929, 121.0125611, 0.0)",14.5251929,121.0125611,0.0
416,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
417," EDSA SB Camp Crame, Philippines","Bagong Lipunan Ng Crame, Cubao, Quezon City, Metro Manila, Philippines","(14.6078572, 121.053216, 0.0)",14.6078572,121.053216,0.0
418," Roxas Blvd. HK Plaza SB, Philippines","Diosdado Macapagal Blvd, Pasay, Metro Manila, Philippines","(14.5459841, 120.9888879, 0.0)",14.5459841,120.9888879,0.0
419," EDSA NB, Kalayaan, Philippines","Kalayaan Avenue corner EDSA, Bgy Pinagkaisahan, Makati, 1213 Metro Manila, Philippines","(14.5575809, 121.0395946, 0.0)",14.5575809,121.0395946,0.0
420," EDSA Kalayaan NB, Philippines","Kalayaan Flyover, Metro Manila, Philippines","(14.5573124, 121.0395546, 0.0)",14.5573124,121.0395546,0.0
421," EDSA Ayala Tunnel NB, Philippines","Edsa-Ayala, Makati, Metro Manila, Philippines","(14.549372, 121.029081, 0.0)",14.549372,121.029081,0.0
423," Timog Ave. 11th Jamboree, Philippines","Timog Avenue & 11th Jamboree, Diliman, Quezon City, Metro Manila, Philippines","(14.6334884, 121.0416529, 0.0)",14.6334884,121.0416529,0.0
424,"Quezon Ave, Sct, Reyes EB, Philippines","Sct. Reyes St, Quezon City, Metro Manila, Philippines","(14.6312397, 121.0256941, 0.0)",14.6312397,121.0256941,0.0
425,"EDSA J. Vargas NB, Philippines","EDSA, corner Doña Julia Vargas Ave, Ortigas Center, Mandaluyong, 1555 Metro Manila, Philippines","(14.5846851, 121.0573023, 0.0)",14.5846851,121.0573023,0.0
426,"EDSA Orense NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
428,"EDSA Santolan NB, Philippines","Mayaman, Diliman, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6464689, 121.0521788, 0.0)",14.6464689,121.0521788,0.0
429,"EDSA Guadalupe NB, Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
430,"EDSA Estrella SB, Philippines","Epifanio de los Santos Avenue & Estrella, Makati, Metro Manila, Philippines","(14.5599457, 121.0406986, 0.0)",14.5599457,121.0406986,0.0
433,"EDSA MRT North Ave. NB, Philippines","North Avenue, Bagong Pag-asa, Quezon City, Metro Manila, Philippines","(14.65217, 121.032333, 0.0)",14.65217,121.032333,0.0
437,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
438,"EDSA Annapolis SB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
439,"EDSA Magallanes Loading Bay SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
440,"EDSA SM Light Mall NB, Philippines","SM Light Mall, Madison, Mandaluyong, 1560 Metro Manila, Philippines","(14.5743146, 121.0492401, 0.0)",14.5743146,121.0492401,0.0
442,"EDSA Farmers svc. rd. NB, Philippines","General Roxas Ave, Cubao, Quezon City, Metro Manila, Philippines","(14.6203702, 121.0517443, 0.0)",14.6203702,121.0517443,0.0
443,"C5 J. Vargas SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
446,"C5 J. Vargas SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
447,"C5 Katipunan Ave. Labor Hospital NB, Philippines","C-5 & Katipunan Ave, Project 4, Quezon City, 1800 Metro Manila, Philippines","(14.61797, 121.0715627, 0.0)",14.61797,121.0715627,0.0
449,"C5 After Tiendesitas NB, Philippines","C-5 Las Fiestas, Pasig, Metro Manila, Philippines","(14.5860655, 121.0779872, 0.0)",14.5860655,121.0779872,0.0
450,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
451,"EDSA Taft SB, Philippines","Taft Avenue, Epifanio de los Santos Ave, Pasay, 1300 Metro Manila, Philippines","(14.537669, 121.0021747, 0.0)",14.537669,121.0021747,0.0
452,"EDSA Taft SB, Philippines","Taft Avenue, Epifanio de los Santos Ave, Pasay, 1300 Metro Manila, Philippines","(14.537669, 121.0021747, 0.0)",14.537669,121.0021747,0.0
453,"Timog cor. Samar St., Philippines","Room 307 & 308 Cedar Executive Building Ii, Timog Corner Scout Tobias Street, Quezon City 1100, Diliman, Quezon City, Metro Manila, Philippines","(14.633649, 121.030698, 0.0)",14.633649,121.030698,0.0
454,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
455,"EDSA  Evangelista SB, Philippines","Edsa Cor Evangelista Bangkal, Makati, Metro Manila, Philippines","(14.5392943, 121.0121738, 0.0)",14.5392943,121.0121738,0.0
456,"EDSA Santolan UTS SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
457,"EDSA New York SB, Philippines",,,,,
458,"Ortigas ADB EB, Philippines","25 ADB Ave, Ortigas Center, Pasig, 1600 Metro Manila, Philippines","(14.5858469, 121.0601578, 0.0)",14.5858469,121.0601578,0.0
459,"Camp Atienza WB, Philippines","FVR Rd, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.616179, 121.0775757, 0.0)",14.616179,121.0775757,0.0
460,"EDSA Timog Flyover SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
461,"C5 Lanuza WB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
463,"C5 Bagong ilog SB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
464,"EDSA Ayala NB, Philippines","Ayala, Station Dr, Makati, Metro Manila, Philippines","(14.5491906, 121.0279696, 0.0)",14.5491906,121.0279696,0.0
466,"EDSA Quezon Ave. NB, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
